date,actual,arima_forecast,lower_ci,upper_ci
2008-11-19,30.0,26.847861818541297,16.790389914915774,36.905333722166816
2008-11-20,26.0,26.847861818541297,16.790389914915774,36.905333722166816
2008-11-21,27.0,26.847861818541297,16.790389914915774,36.905333722166816
2008-11-22,26.0,26.847861818541297,16.790389914915774,36.905333722166816
2008-11-23,22.0,26.847861818541297,16.790389914915774,36.905333722166816
2008-11-24,16.0,26.847861818541297,16.790389914915774,36.905333722166816
2008-11-25,29.0,26.847861818541297,16.790389914915774,36.905333722166816
2008-11-26,28.0,26.847861818541297,16.790389914915774,36.905333722166816
2008-11-27,21.0,26.847861818541297,16.790389914915774,36.905333722166816
2008-11-28,23.0,26.847861818541297,16.790389914915774,36.905333722166816
2008-11-29,30.0,26.847861818541297,16.790389914915774,36.905333722166816
2008-11-30,27.0,26.847861818541297,16.790389914915774,36.905333722166816
2008-12-01,32.0,26.847861818541297,16.790389914915774,36.905333722166816
2008-12-02,23.0,26.847861818541297,16.790389914915774,36.905333722166816
2008-12-03,27.0,26.847861818541297,16.790389914915774,36.905333722166816
2008-12-04,28.0,26.847861818541297,16.790389914915774,36.905333722166816
2008-12-05,28.0,26.847861818541297,16.790389914915774,36.905333722166816
2008-12-06,34.0,26.847861818541297,16.790389914915774,36.905333722166816
2008-12-07,34.0,26.847861818541297,16.790389914915774,36.905333722166816
2008-12-08,18.0,26.847861818541297,16.790389914915774,36.905333722166816
2008-12-09,21.0,26.847861818541297,16.790389914915774,36.905333722166816
2008-12-10,28.0,26.847861818541297,16.790389914915774,36.905333722166816
2008-12-11,23.0,26.847861818541297,16.790389914915774,36.905333722166816
2008-12-12,35.0,26.847861818541297,16.790389914915774,36.905333722166816
2008-12-13,30.0,26.847861818541297,16.790389914915774,36.905333722166816
2008-12-14,30.0,26.847861818541297,16.790389914915774,36.905333722166816
2008-12-15,35.0,26.847861818541297,16.790389914915774,36.905333722166816
2008-12-16,19.0,26.847861818541297,16.790389914915774,36.905333722166816
2008-12-17,32.0,26.847861818541297,16.790389914915774,36.905333722166816
2008-12-18,28.0,26.847861818541297,16.790389914915774,36.905333722166816
2008-12-19,25.0,26.847861818541297,16.790389914915774,36.905333722166816
2008-12-20,21.0,26.847861818541297,16.790389914915774,36.905333722166816
2008-12-21,32.0,26.847861818541297,16.790389914915774,36.905333722166816
2008-12-22,33.0,26.847861818541297,16.790389914915774,36.905333722166816
2008-12-23,25.0,26.847861818541297,16.790389914915774,36.905333722166816
2008-12-24,20.0,26.847861818541297,16.790389914915774,36.905333722166816
2008-12-25,19.0,26.847861818541297,16.790389914915774,36.905333722166816
2008-12-26,34.0,26.847861818541297,16.790389914915774,36.905333722166816
2008-12-27,28.0,26.847861818541297,16.790389914915774,36.905333722166816
2008-12-28,21.0,26.847861818541297,16.790389914915774,36.905333722166816
2008-12-29,34.0,26.847861818541297,16.790389914915774,36.905333722166816
2008-12-30,23.0,26.847861818541297,16.790389914915774,36.905333722166816
2008-12-31,,26.847146971997923,16.789921562908717,36.90437238108713
2009-01-01,,26.847146971997923,16.789921562908717,36.90437238108713
2009-01-02,,26.847146971997923,16.789921562908717,36.90437238108713
2009-01-03,,26.847146971997923,16.789921562908717,36.90437238108713
2009-01-04,,26.847146971997923,16.789921562908717,36.90437238108713
2009-01-05,,26.847146971997923,16.789921562908717,36.90437238108713
2009-01-06,,26.847146971997923,16.789921562908717,36.90437238108713
2009-01-07,,26.847146971997923,16.789921562908717,36.90437238108713
2009-01-08,,26.847146971997923,16.789921562908717,36.90437238108713
2009-01-09,,26.847146971997923,16.789921562908717,36.90437238108713
2009-01-10,,26.847146971997923,16.789921562908717,36.90437238108713
2009-01-11,,26.847146971997923,16.789921562908717,36.90437238108713
2009-01-12,,26.847146971997923,16.789921562908717,36.90437238108713
2009-01-13,,26.847146971997923,16.789921562908717,36.90437238108713
2009-01-14,,26.847146971997923,16.789921562908717,36.90437238108713
2009-01-15,,26.847146971997923,16.789921562908717,36.90437238108713
2009-01-16,,26.847146971997923,16.789921562908717,36.90437238108713
2009-01-17,,26.847146971997923,16.789921562908717,36.90437238108713
2009-01-18,,26.847146971997923,16.789921562908717,36.90437238108713
2009-01-19,,26.847146971997923,16.789921562908717,36.90437238108713
2009-01-20,,26.847146971997923,16.789921562908717,36.90437238108713
2009-01-21,,26.847146971997923,16.789921562908717,36.90437238108713
2009-01-22,,26.847146971997923,16.789921562908717,36.90437238108713
2009-01-23,,26.847146971997923,16.789921562908717,36.90437238108713
2009-01-24,,26.847146971997923,16.789921562908717,36.90437238108713
2009-01-25,,26.847146971997923,16.789921562908717,36.90437238108713
2009-01-26,,26.847146971997923,16.789921562908717,36.90437238108713
2009-01-27,,26.847146971997923,16.789921562908717,36.90437238108713
2009-01-28,,26.847146971997923,16.789921562908717,36.90437238108713
2009-01-29,,26.847146971997923,16.789921562908717,36.90437238108713
2009-01-30,,26.847146971997923,16.789921562908717,36.90437238108713
2009-01-31,,26.847146971997923,16.789921562908717,36.90437238108713
2009-02-01,,26.847146971997923,16.789921562908717,36.90437238108713
2009-02-02,,26.847146971997923,16.789921562908717,36.90437238108713
2009-02-03,,26.847146971997923,16.789921562908717,36.90437238108713
2009-02-04,,26.847146971997923,16.789921562908717,36.90437238108713
2009-02-05,,26.847146971997923,16.789921562908717,36.90437238108713
